Lake,Size Interval,Body Mass,Interval Width,NPUE200,BPUE200,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
492,2,4,4,1.581,0.008,Wanapitei L.,17-5191-51772,531,541
492,3,8,8,0.915,0.011,Wanapitei L.,17-5191-51772,531,541
492,4,16,16,2.578,0.060,Wanapitei L.,17-5191-51772,531,541
492,5,32,32,1.623,0.076,Wanapitei L.,17-5191-51772,531,541
492,6,64,64,3.177,0.255,Wanapitei L.,17-5191-51772,531,541
492,7,128,128,0.571,0.101,Wanapitei L.,17-5191-51772,531,541
492,8,256,256,1.253,0.492,Wanapitei L.,17-5191-51772,531,541
492,9,512,512,2.198,1.789,Wanapitei L.,17-5191-51772,531,541
492,10,1024,1024,4.027,5.545,Wanapitei L.,17-5191-51772,531,541
492,11,2048,2048,0.265,0.725,Wanapitei L.,17-5191-51772,531,541
493,1,2,2,23.243,0.046,Ward L.,17-2880-52069,532,542
493,2,4,4,15.459,0.092,Ward L.,17-2880-52069,532,542
493,3,8,8,100.399,1.086,Ward L.,17-2880-52069,532,542
493,4,16,16,115.598,3.018,Ward L.,17-2880-52069,532,542
493,5,32,32,34.366,1.423,Ward L.,17-2880-52069,532,542
493,6,64,64,38.315,2.867,Ward L.,17-2880-52069,532,542
493,7,128,128,1.701,0.282,Ward L.,17-2880-52069,532,542
493,8,256,256,3.552,1.673,Ward L.,17-2880-52069,532,542
493,9,512,512,8.849,7.132,Ward L.,17-2880-52069,532,542
493,10,1024,1024,2.279,3.289,Ward L.,17-2880-52069,532,542
494,1,2,2,1.890,0.004,Whiskey L.,17-3974-51436,534,544
494,2,4,4,5.251,0.026,Whiskey L.,17-3974-51436,534,544
494,3,8,8,7.854,0.101,Whiskey L.,17-3974-51436,534,544
494,4,16,16,17.846,0.423,Whiskey L.,17-3974-51436,534,544
494,5,32,32,19.962,0.852,Whiskey L.,17-3974-51436,534,544
494,6,64,64,5.421,0.449,Whiskey L.,17-3974-51436,534,544
494,7,128,128,1.389,0.245,Whiskey L.,17-3974-51436,534,544
494,8,256,256,2.438,0.888,Whiskey L.,17-3974-51436,534,544
494,9,512,512,1.290,1.032,Whiskey L.,17-3974-51436,534,544
494,10,1024,1024,3.474,5.217,Whiskey L.,17-3974-51436,534,544
494,11,2048,2048,0.530,1.231,Whiskey L.,17-3974-51436,534,544
495,1,2,2,17.692,0.044,Anima Nipissing L.,17-5827-52344,536,546
495,2,4,4,3.447,0.018,Anima Nipissing L.,17-5827-52344,536,546
495,3,8,8,1.546,0.020,Anima Nipissing L.,17-5827-52344,536,546
495,4,16,16,2.788,0.064,Anima Nipissing L.,17-5827-52344,536,546
495,5,32,32,5.197,0.230,Anima Nipissing L.,17-5827-52344,536,546
495,6,64,64,5.919,0.543,Anima Nipissing L.,17-5827-52344,536,546
495,7,128,128,5.533,1.031,Anima Nipissing L.,17-5827-52344,536,546
495,8,256,256,6.977,2.525,Anima Nipissing L.,17-5827-52344,536,546
495,9,512,512,10.799,7.867,Anima Nipissing L.,17-5827-52344,536,546
495,10,1024,1024,5.257,7.016,Anima Nipissing L.,17-5827-52344,536,546
495,11,2048,2048,0.270,0.868,Anima Nipissing L.,17-5827-52344,536,546
495,12,4096,4096,0.624,4.140,Anima Nipissing L.,17-5827-52344,536,546
496,1,2,2,73.306,0.152,Anvil L.2,17-5552-52523,537,547
496,2,4,4,28.569,0.164,Anvil L.2,17-5552-52523,537,547
496,3,8,8,18.542,0.194,Anvil L.2,17-5552-52523,537,547
496,4,16,16,5.865,0.127,Anvil L.2,17-5552-52523,537,547
496,5,32,32,3.349,0.155,Anvil L.2,17-5552-52523,537,547
496,6,64,64,4.307,0.364,Anvil L.2,17-5552-52523,537,547
496,7,128,128,0.399,0.089,Anvil L.2,17-5552-52523,537,547
496,8,256,256,1.784,0.510,Anvil L.2,17-5552-52523,537,547
496,9,512,512,1.090,0.909,Anvil L.2,17-5552-52523,537,547
496,10,1024,1024,3.027,5.006,Anvil L.2,17-5552-52523,537,547
496,11,2048,2048,1.612,3.902,Anvil L.2,17-5552-52523,537,547
497,1,2,2,81.760,0.169,Bear L.,17-5577-51311,538,548
497,2,4,4,218.460,1.302,Bear L.,17-5577-51311,538,548
497,3,8,8,279.560,2.882,Bear L.,17-5577-51311,538,548
497,4,16,16,63.233,1.262,Bear L.,17-5577-51311,538,548
497,5,32,32,16.596,0.729,Bear L.,17-5577-51311,538,548
497,6,64,64,12.692,1.121,Bear L.,17-5577-51311,538,548
497,7,128,128,3.446,0.621,Bear L.,17-5577-51311,538,548
497,8,256,256,1.634,0.762,Bear L.,17-5577-51311,538,548
497,9,512,512,6.075,4.746,Bear L.,17-5577-51311,538,548
497,10,1024,1024,1.826,2.884,Bear L.,17-5577-51311,538,548
497,11,2048,2048,0.817,1.699,Bear L.,17-5577-51311,538,548
498,1,2,2,22.357,0.045,Cadden L.,17-5879-50852,539,549
498,2,4,4,12.795,0.072,Cadden L.,17-5879-50852,539,549
498,3,8,8,10.855,0.118,Cadden L.,17-5879-50852,539,549
498,4,16,16,3.633,0.077,Cadden L.,17-5879-50852,539,549
498,5,32,32,2.682,0.112,Cadden L.,17-5879-50852,539,549
498,6,64,64,3.607,0.373,Cadden L.,17-5879-50852,539,549
498,7,128,128,2.702,0.486,Cadden L.,17-5879-50852,539,549
498,8,256,256,1.667,0.696,Cadden L.,17-5879-50852,539,549
498,9,512,512,4.852,3.745,Cadden L.,17-5879-50852,539,549
498,10,1024,1024,4.897,6.144,Cadden L.,17-5879-50852,539,549
498,11,2048,2048,0.378,0.961,Cadden L.,17-5879-50852,539,549
499,1,2,2,19.870,0.047,Cassels L.,17-5970-52137,540,550
499,2,4,4,28.056,0.157,Cassels L.,17-5970-52137,540,550
499,3,8,8,12.906,0.128,Cassels L.,17-5970-52137,540,550
499,4,16,16,7.362,0.184,Cassels L.,17-5970-52137,540,550
499,5,32,32,26.589,1.279,Cassels L.,17-5970-52137,540,550
499,6,64,64,35.706,2.726,Cassels L.,17-5970-52137,540,550
499,7,128,128,4.904,0.941,Cassels L.,17-5970-52137,540,550
499,8,256,256,6.736,2.584,Cassels L.,17-5970-52137,540,550
499,9,512,512,8.311,6.401,Cassels L.,17-5970-52137,540,550
499,10,1024,1024,5.449,7.406,Cassels L.,17-5970-52137,540,550
499,11,2048,2048,0.941,2.186,Cassels L.,17-5970-52137,540,550
499,12,4096,4096,0.288,1.220,Cassels L.,17-5970-52137,540,550
500,1,2,2,6.012,0.015,Clear L.,17-5942-51055,541,551
500,2,4,4,9.561,0.055,Clear L.,17-5942-51055,541,551
500,3,8,8,16.687,0.196,Clear L.,17-5942-51055,541,551
500,4,16,16,17.289,0.393,Clear L.,17-5942-51055,541,551
500,5,32,32,16.520,0.708,Clear L.,17-5942-51055,541,551
500,6,64,64,9.302,0.745,Clear L.,17-5942-51055,541,551
500,7,128,128,5.319,1.064,Clear L.,17-5942-51055,541,551
500,8,256,256,5.849,2.074,Clear L.,17-5942-51055,541,551
500,9,512,512,5.290,3.801,Clear L.,17-5942-51055,541,551
500,10,1024,1024,4.803,7.316,Clear L.,17-5942-51055,541,551
500,11,2048,2048,1.175,3.453,Clear L.,17-5942-51055,541,551
500,12,4096,4096,0.143,0.979,Clear L.,17-5942-51055,541,551
501,1,2,2,2.935,0.008,Cross L.1,17-5788-51912,542,552
501,2,4,4,29.152,0.195,Cross L.1,17-5788-51912,542,552
501,3,8,8,8.675,0.100,Cross L.1,17-5788-51912,542,552
501,4,16,16,6.609,0.153,Cross L.1,17-5788-51912,542,552
501,5,32,32,3.619,0.167,Cross L.1,17-5788-51912,542,552
501,6,64,64,4.762,0.397,Cross L.1,17-5788-51912,542,552
501,7,128,128,1.930,0.329,Cross L.1,17-5788-51912,542,552
501,8,256,256,3.227,1.169,Cross L.1,17-5788-51912,542,552
501,9,512,512,1.890,1.516,Cross L.1,17-5788-51912,542,552
501,10,1024,1024,2.511,3.851,Cross L.1,17-5788-51912,542,552
501,11,2048,2048,0.325,0.905,Cross L.1,17-5788-51912,542,552
502,1,2,2,0.528,0.001,Deer L.,17-5601-51477,543,553
502,2,4,4,16.238,0.103,Deer L.,17-5601-51477,543,553
502,3,8,8,61.678,0.743,Deer L.,17-5601-51477,543,553
502,4,16,16,100.825,2.100,Deer L.,17-5601-51477,543,553
502,5,32,32,51.262,2.119,Deer L.,17-5601-51477,543,553
502,6,64,64,5.852,0.539,Deer L.,17-5601-51477,543,553
502,7,128,128,3.851,0.754,Deer L.,17-5601-51477,543,553
502,8,256,256,6.874,2.775,Deer L.,17-5601-51477,543,553
502,9,512,512,27.992,20.584,Deer L.,17-5601-51477,543,553
502,10,1024,1024,12.324,15.344,Deer L.,17-5601-51477,543,553
502,11,2048,2048,0.242,0.549,Deer L.,17-5601-51477,543,553
503,1,2,2,35.102,0.072,Diamond L.,17-5580-52276,544,554
503,2,4,4,33.603,0.163,Diamond L.,17-5580-52276,544,554
503,3,8,8,5.638,0.054,Diamond L.,17-5580-52276,544,554
503,4,16,16,10.797,0.300,Diamond L.,17-5580-52276,544,554
503,5,32,32,14.842,0.651,Diamond L.,17-5580-52276,544,554
503,6,64,64,13.170,1.118,Diamond L.,17-5580-52276,544,554
503,7,128,128,3.869,0.763,Diamond L.,17-5580-52276,544,554
503,8,256,256,8.245,3.013,Diamond L.,17-5580-52276,544,554
503,9,512,512,7.532,5.708,Diamond L.,17-5580-52276,544,554
503,10,1024,1024,5.370,7.223,Diamond L.,17-5580-52276,544,554
503,11,2048,2048,0.832,2.594,Diamond L.,17-5580-52276,544,554
503,12,4096,4096,0.212,0.873,Diamond L.,17-5580-52276,544,554
504,1,2,2,5.435,0.011,Emerald L.,17-5515-51958,546,556
504,2,4,4,33.254,0.182,Emerald L.,17-5515-51958,546,556
504,3,8,8,61.704,0.654,Emerald L.,17-5515-51958,546,556
504,4,16,16,32.138,0.666,Emerald L.,17-5515-51958,546,556
504,5,32,32,25.403,1.076,Emerald L.,17-5515-51958,546,556
504,6,64,64,22.715,1.913,Emerald L.,17-5515-51958,546,556
504,7,128,128,8.418,1.499,Emerald L.,17-5515-51958,546,556
504,8,256,256,2.788,0.896,Emerald L.,17-5515-51958,546,556
504,9,512,512,3.629,2.619,Emerald L.,17-5515-51958,546,556
504,10,1024,1024,1.997,2.628,Emerald L.,17-5515-51958,546,556
504,11,2048,2048,0.412,1.221,Emerald L.,17-5515-51958,546,556
505,1,2,2,36.072,0.091,Hangstone L.,17-5845-51854,547,557
505,2,4,4,40.963,0.252,Hangstone L.,17-5845-51854,547,557
505,3,8,8,37.440,0.426,Hangstone L.,17-5845-51854,547,557
505,4,16,16,10.372,0.222,Hangstone L.,17-5845-51854,547,557
505,5,32,32,11.667,0.526,Hangstone L.,17-5845-51854,547,557
505,6,64,64,5.957,0.575,Hangstone L.,17-5845-51854,547,557
505,7,128,128,2.793,0.495,Hangstone L.,17-5845-51854,547,557
505,8,256,256,2.783,1.077,Hangstone L.,17-5845-51854,547,557
505,9,512,512,7.802,6.231,Hangstone L.,17-5845-51854,547,557
505,10,1024,1024,4.962,7.281,Hangstone L.,17-5845-51854,547,557
505,11,2048,2048,0.230,0.477,Hangstone L.,17-5845-51854,547,557
506,1,2,2,9.538,0.021,Kokoko L.,17-5733-52151,549,559
506,2,4,4,13.066,0.070,Kokoko L.,17-5733-52151,549,559
506,3,8,8,11.924,0.126,Kokoko L.,17-5733-52151,549,559
506,4,16,16,6.790,0.142,Kokoko L.,17-5733-52151,549,559
506,5,32,32,2.185,0.104,Kokoko L.,17-5733-52151,549,559
506,6,64,64,8.513,0.759,Kokoko L.,17-5733-52151,549,559
506,7,128,128,3.523,0.663,Kokoko L.,17-5733-52151,549,559
506,8,256,256,6.853,2.365,Kokoko L.,17-5733-52151,549,559
506,9,512,512,9.080,6.884,Kokoko L.,17-5733-52151,549,559
506,10,1024,1024,2.928,3.999,Kokoko L.,17-5733-52151,549,559
506,11,2048,2048,0.852,2.446,Kokoko L.,17-5733-52151,549,559
506,12,4096,4096,0.106,0.626,Kokoko L.,17-5733-52151,549,559
507,1,2,2,2.433,0.007,Lady Evelyn L.,17-5608-52396,550,560
507,2,4,4,8.041,0.044,Lady Evelyn L.,17-5608-52396,550,560
507,3,8,8,11.512,0.133,Lady Evelyn L.,17-5608-52396,550,560
507,4,16,16,10.977,0.246,Lady Evelyn L.,17-5608-52396,550,560
507,5,32,32,17.896,0.771,Lady Evelyn L.,17-5608-52396,550,560
507,6,64,64,18.159,1.724,Lady Evelyn L.,17-5608-52396,550,560
507,7,128,128,2.622,0.479,Lady Evelyn L.,17-5608-52396,550,560
507,8,256,256,3.309,1.315,Lady Evelyn L.,17-5608-52396,550,560
507,9,512,512,5.010,3.989,Lady Evelyn L.,17-5608-52396,550,560
507,10,1024,1024,5.249,7.812,Lady Evelyn L.,17-5608-52396,550,560
507,11,2048,2048,1.687,3.827,Lady Evelyn L.,17-5608-52396,550,560
508,1,2,2,8.515,0.017,Makobe L.,17-5430-52549,551,561
508,2,4,4,30.076,0.144,Makobe L.,17-5430-52549,551,561
508,3,8,8,90.253,0.861,Makobe L.,17-5430-52549,551,561
508,4,16,16,38.999,0.968,Makobe L.,17-5430-52549,551,561
508,5,32,32,56.327,2.679,Makobe L.,17-5430-52549,551,561
508,6,64,64,73.604,6.384,Makobe L.,17-5430-52549,551,561
508,7,128,128,30.357,5.546,Makobe L.,17-5430-52549,551,561
508,8,256,256,14.082,4.523,Makobe L.,17-5430-52549,551,561
508,9,512,512,2.106,1.528,Makobe L.,17-5430-52549,551,561
508,10,1024,1024,2.460,2.769,Makobe L.,17-5430-52549,551,561
508,11,2048,2048,1.055,3.390,Makobe L.,17-5430-52549,551,561
508,12,4096,4096,0.124,0.557,Makobe L.,17-5430-52549,551,561
509,1,2,2,5.240,0.013,Muskosung L.,17-5732-51489,553,563
509,2,4,4,17.218,0.089,Muskosung L.,17-5732-51489,553,563
509,3,8,8,33.090,0.388,Muskosung L.,17-5732-51489,553,563
509,4,16,16,63.724,1.349,Muskosung L.,17-5732-51489,553,563
509,5,32,32,44.487,1.788,Muskosung L.,17-5732-51489,553,563
509,6,64,64,14.019,1.135,Muskosung L.,17-5732-51489,553,563
509,7,128,128,6.081,1.147,Muskosung L.,17-5732-51489,553,563
509,8,256,256,3.605,1.479,Muskosung L.,17-5732-51489,553,563
509,9,512,512,7.641,6.115,Muskosung L.,17-5732-51489,553,563
509,10,1024,1024,4.034,5.564,Muskosung L.,17-5732-51489,553,563
509,11,2048,2048,1.944,4.651,Muskosung L.,17-5732-51489,553,563
510,1,2,2,92.791,0.197,"Nipissing, L.",17-5770-51258,554,564
510,2,4,4,111.594,0.612,"Nipissing, L.",17-5770-51258,554,564
510,3,8,8,73.971,0.817,"Nipissing, L.",17-5770-51258,554,564
510,4,16,16,105.164,2.321,"Nipissing, L.",17-5770-51258,554,564
510,5,32,32,128.265,5.550,"Nipissing, L.",17-5770-51258,554,564
510,6,64,64,55.027,5.077,"Nipissing, L.",17-5770-51258,554,564
510,7,128,128,22.188,3.725,"Nipissing, L.",17-5770-51258,554,564
510,8,256,256,14.060,5.895,"Nipissing, L.",17-5770-51258,554,564
510,9,512,512,8.553,6.425,"Nipissing, L.",17-5770-51258,554,564
510,10,1024,1024,3.633,4.606,"Nipissing, L.",17-5770-51258,554,564
510,11,2048,2048,0.828,2.251,"Nipissing, L.",17-5770-51258,554,564
510,12,4096,4096,0.118,0.618,"Nipissing, L.",17-5770-51258,554,564
510,13,8192,8192,0.039,0.587,"Nipissing, L.",17-5770-51258,554,564
511,1,2,2,59.960,0.138,"Nosbonsing, L.",17-6382-51179,555,565
511,2,4,4,52.161,0.247,"Nosbonsing, L.",17-6382-51179,555,565
511,3,8,8,76.707,0.860,"Nosbonsing, L.",17-6382-51179,555,565
511,4,16,16,88.682,2.041,"Nosbonsing, L.",17-6382-51179,555,565
511,5,32,32,111.612,4.868,"Nosbonsing, L.",17-6382-51179,555,565
511,6,64,64,38.821,3.238,"Nosbonsing, L.",17-6382-51179,555,565
511,7,128,128,20.005,4.170,"Nosbonsing, L.",17-6382-51179,555,565
511,8,256,256,31.389,11.994,"Nosbonsing, L.",17-6382-51179,555,565
511,9,512,512,19.322,13.533,"Nosbonsing, L.",17-6382-51179,555,565
511,10,1024,1024,4.925,6.354,"Nosbonsing, L.",17-6382-51179,555,565
511,11,2048,2048,0.843,2.136,"Nosbonsing, L.",17-6382-51179,555,565
511,12,4096,4096,0.061,0.296,"Nosbonsing, L.",17-6382-51179,555,565
511,13,8192,8192,0.061,0.583,"Nosbonsing, L.",17-6382-51179,555,565
512,1,2,2,5.349,0.013,Rabbit L.,17-6031-52053,556,566
512,2,4,4,18.439,0.104,Rabbit L.,17-6031-52053,556,566
512,3,8,8,4.526,0.049,Rabbit L.,17-6031-52053,556,566
512,4,16,16,2.893,0.061,Rabbit L.,17-6031-52053,556,566
512,5,32,32,3.551,0.157,Rabbit L.,17-6031-52053,556,566
512,6,64,64,4.045,0.387,Rabbit L.,17-6031-52053,556,566
512,7,128,128,3.784,0.712,Rabbit L.,17-6031-52053,556,566
512,8,256,256,5.724,2.107,Rabbit L.,17-6031-52053,556,566
512,9,512,512,4.436,3.359,Rabbit L.,17-6031-52053,556,566
512,10,1024,1024,4.135,5.567,Rabbit L.,17-6031-52053,556,566
512,11,2048,2048,0.161,0.331,Rabbit L.,17-6031-52053,556,566
513,1,2,2,4.876,0.011,Red Cedar L.,17-5812-51735,557,567
513,2,4,4,15.887,0.088,Red Cedar L.,17-5812-51735,557,567
513,3,8,8,16.073,0.169,Red Cedar L.,17-5812-51735,557,567
513,4,16,16,14.121,0.305,Red Cedar L.,17-5812-51735,557,567
513,5,32,32,18.809,0.797,Red Cedar L.,17-5812-51735,557,567
513,6,64,64,18.986,1.749,Red Cedar L.,17-5812-51735,557,567
513,7,128,128,11.452,2.231,Red Cedar L.,17-5812-51735,557,567
513,8,256,256,9.804,3.602,Red Cedar L.,17-5812-51735,557,567
513,9,512,512,9.785,6.851,Red Cedar L.,17-5812-51735,557,567
513,10,1024,1024,4.124,5.837,Red Cedar L.,17-5812-51735,557,567
513,11,2048,2048,0.710,1.785,Red Cedar L.,17-5812-51735,557,567
514,1,2,2,11.710,0.025,Red Squirrel L.,17-5740-52232,558,568
514,2,4,4,9.995,0.058,Red Squirrel L.,17-5740-52232,558,568
514,3,8,8,44.683,0.448,Red Squirrel L.,17-5740-52232,558,568
514,4,16,16,5.915,0.140,Red Squirrel L.,17-5740-52232,558,568
514,5,32,32,5.116,0.217,Red Squirrel L.,17-5740-52232,558,568
514,6,64,64,4.359,0.382,Red Squirrel L.,17-5740-52232,558,568
514,7,128,128,3.729,0.735,Red Squirrel L.,17-5740-52232,558,568
514,8,256,256,7.042,2.747,Red Squirrel L.,17-5740-52232,558,568
514,9,512,512,7.793,5.364,Red Squirrel L.,17-5740-52232,558,568
514,10,1024,1024,2.616,3.621,Red Squirrel L.,17-5740-52232,558,568
514,12,4096,4096,0.065,0.284,Red Squirrel L.,17-5740-52232,558,568
515,1,2,2,3.675,0.009,Rib L.,17-5972-52300,559,569
515,2,4,4,24.840,0.142,Rib L.,17-5972-52300,559,569
515,3,8,8,1.924,0.022,Rib L.,17-5972-52300,559,569
515,4,16,16,2.574,0.060,Rib L.,17-5972-52300,559,569
515,5,32,32,4.767,0.222,Rib L.,17-5972-52300,559,569
515,6,64,64,12.015,1.071,Rib L.,17-5972-52300,559,569
515,7,128,128,5.689,1.120,Rib L.,17-5972-52300,559,569
515,8,256,256,8.374,3.188,Rib L.,17-5972-52300,559,569
515,9,512,512,4.709,3.667,Rib L.,17-5972-52300,559,569
515,10,1024,1024,2.908,3.725,Rib L.,17-5972-52300,559,569
515,11,2048,2048,0.772,1.850,Rib L.,17-5972-52300,559,569
516,1,2,2,5.096,0.013,"Temagami, L.",17-5700-52061,561,571
516,2,4,4,5.496,0.031,"Temagami, L.",17-5700-52061,561,571
516,3,8,8,4.520,0.054,"Temagami, L.",17-5700-52061,561,571
516,4,16,16,8.345,0.200,"Temagami, L.",17-5700-52061,561,571
516,5,32,32,10.423,0.445,"Temagami, L.",17-5700-52061,561,571
516,6,64,64,6.685,0.598,"Temagami, L.",17-5700-52061,561,571
516,7,128,128,4.917,0.908,"Temagami, L.",17-5700-52061,561,571
516,8,256,256,5.933,2.168,"Temagami, L.",17-5700-52061,561,571
516,9,512,512,4.791,3.565,"Temagami, L.",17-5700-52061,561,571
516,10,1024,1024,4.018,5.407,"Temagami, L.",17-5700-52061,561,571
516,11,2048,2048,0.937,2.387,"Temagami, L.",17-5700-52061,561,571
516,12,4096,4096,0.042,0.179,"Temagami, L.",17-5700-52061,561,571
516,13,8192,8192,0.058,0.478,"Temagami, L.",17-5700-52061,561,571
517,1,2,2,11.961,0.028,Trout L.2,17-6290-51301,562,572
517,2,4,4,44.362,0.275,Trout L.2,17-6290-51301,562,572
517,3,8,8,46.207,0.505,Trout L.2,17-6290-51301,562,572
517,4,16,16,15.329,0.336,Trout L.2,17-6290-51301,562,572
517,5,32,32,8.612,0.384,Trout L.2,17-6290-51301,562,572
517,6,64,64,20.825,1.722,Trout L.2,17-6290-51301,562,572
517,7,128,128,5.139,0.881,Trout L.2,17-6290-51301,562,572
517,8,256,256,2.408,0.891,Trout L.2,17-6290-51301,562,572
517,9,512,512,2.034,1.492,Trout L.2,17-6290-51301,562,572
517,10,1024,1024,2.163,2.960,Trout L.2,17-6290-51301,562,572
517,11,2048,2048,0.345,0.983,Trout L.2,17-6290-51301,562,572
518,1,2,2,0.304,0.001,Wasaksina L.,17-5842-51980,563,573
518,2,4,4,3.566,0.019,Wasaksina L.,17-5842-51980,563,573
518,3,8,8,8.882,0.103,Wasaksina L.,17-5842-51980,563,573
518,4,16,16,7.431,0.170,Wasaksina L.,17-5842-51980,563,573
518,5,32,32,18.354,0.881,Wasaksina L.,17-5842-51980,563,573
518,6,64,64,47.436,4.428,Wasaksina L.,17-5842-51980,563,573
518,7,128,128,5.475,0.857,Wasaksina L.,17-5842-51980,563,573
518,8,256,256,2.035,0.844,Wasaksina L.,17-5842-51980,563,573
518,9,512,512,7.028,5.177,Wasaksina L.,17-5842-51980,563,573
518,10,1024,1024,1.822,2.441,Wasaksina L.,17-5842-51980,563,573
518,11,2048,2048,0.860,2.307,Wasaksina L.,17-5842-51980,563,573
519,1,2,2,23.269,0.053,Wicksteed L.,17-6007-51793,564,574
519,2,4,4,17.502,0.105,Wicksteed L.,17-6007-51793,564,574
519,3,8,8,9.259,0.110,Wicksteed L.,17-6007-51793,564,574
519,4,16,16,14.034,0.297,Wicksteed L.,17-6007-51793,564,574
519,5,32,32,13.274,0.599,Wicksteed L.,17-6007-51793,564,574
519,6,64,64,10.255,0.822,Wicksteed L.,17-6007-51793,564,574
519,7,128,128,6.771,1.187,Wicksteed L.,17-6007-51793,564,574
519,8,256,256,9.892,3.851,Wicksteed L.,17-6007-51793,564,574
519,9,512,512,12.570,9.028,Wicksteed L.,17-6007-51793,564,574
519,10,1024,1024,4.962,6.383,Wicksteed L.,17-6007-51793,564,574
519,11,2048,2048,0.150,0.331,Wicksteed L.,17-6007-51793,564,574
520,1,2,2,2.775,0.008,Alder L.,17-7255-49721,575,585
520,2,4,4,118.790,0.701,Alder L.,17-7255-49721,575,585
520,3,8,8,29.500,0.314,Alder L.,17-7255-49721,575,585
520,4,16,16,8.507,0.169,Alder L.,17-7255-49721,575,585
520,6,64,64,1.737,0.139,Alder L.,17-7255-49721,575,585
520,8,256,256,1.749,0.647,Alder L.,17-7255-49721,575,585
520,9,512,512,3.241,2.588,Alder L.,17-7255-49721,575,585
520,10,1024,1024,5.782,7.204,Alder L.,17-7255-49721,575,585
521,1,2,2,43.725,0.088,Aylen L.,18-2779-50548,576,586
521,2,4,4,12.768,0.083,Aylen L.,18-2779-50548,576,586
521,3,8,8,13.299,0.145,Aylen L.,18-2779-50548,576,586
521,4,16,16,9.548,0.207,Aylen L.,18-2779-50548,576,586
521,5,32,32,2.554,0.109,Aylen L.,18-2779-50548,576,586
521,6,64,64,3.214,0.293,Aylen L.,18-2779-50548,576,586
521,7,128,128,4.642,0.882,Aylen L.,18-2779-50548,576,586
521,8,256,256,3.302,1.119,Aylen L.,18-2779-50548,576,586
521,9,512,512,2.473,1.927,Aylen L.,18-2779-50548,576,586
521,10,1024,1024,2.422,3.266,Aylen L.,18-2779-50548,576,586
521,11,2048,2048,0.702,1.875,Aylen L.,18-2779-50548,576,586
522,1,2,2,96.060,0.248,Baptiste L.,18-2642-49981,577,587
522,2,4,4,53.499,0.293,Baptiste L.,18-2642-49981,577,587
522,3,8,8,91.845,1.011,Baptiste L.,18-2642-49981,577,587
522,4,16,16,40.757,0.856,Baptiste L.,18-2642-49981,577,587
522,5,32,32,19.676,0.840,Baptiste L.,18-2642-49981,577,587
522,6,64,64,10.563,0.946,Baptiste L.,18-2642-49981,577,587
522,7,128,128,8.729,1.640,Baptiste L.,18-2642-49981,577,587
522,8,256,256,1.953,0.690,Baptiste L.,18-2642-49981,577,587
522,9,512,512,0.956,0.693,Baptiste L.,18-2642-49981,577,587
522,10,1024,1024,1.393,2.117,Baptiste L.,18-2642-49981,577,587
522,11,2048,2048,0.663,1.814,Baptiste L.,18-2642-49981,577,587
522,12,4096,4096,0.072,0.367,Baptiste L.,18-2642-49981,577,587
523,1,2,2,36.006,0.091,Bark L.2,18-2782-50364,578,588
523,2,4,4,4.495,0.025,Bark L.2,18-2782-50364,578,588
523,3,8,8,8.201,0.083,Bark L.2,18-2782-50364,578,588
523,4,16,16,3.816,0.091,Bark L.2,18-2782-50364,578,588
523,5,32,32,7.337,0.355,Bark L.2,18-2782-50364,578,588
523,6,64,64,7.760,0.626,Bark L.2,18-2782-50364,578,588
523,7,128,128,0.625,0.130,Bark L.2,18-2782-50364,578,588
523,8,256,256,0.964,0.364,Bark L.2,18-2782-50364,578,588
523,9,512,512,3.605,2.962,Bark L.2,18-2782-50364,578,588
523,10,1024,1024,9.387,13.515,Bark L.2,18-2782-50364,578,588
523,11,2048,2048,0.231,0.517,Bark L.2,18-2782-50364,578,588
524,1,2,2,25.531,0.060,Bella L.,17-6539-50341,579,589
524,2,4,4,22.053,0.102,Bella L.,17-6539-50341,579,589
524,3,8,8,29.536,0.347,Bella L.,17-6539-50341,579,589
524,4,16,16,38.114,0.839,Bella L.,17-6539-50341,579,589
524,5,32,32,22.611,0.962,Bella L.,17-6539-50341,579,589
524,6,64,64,16.296,1.359,Bella L.,17-6539-50341,579,589
524,7,128,128,2.467,0.500,Bella L.,17-6539-50341,579,589
524,8,256,256,1.869,0.682,Bella L.,17-6539-50341,579,589
524,9,512,512,2.696,1.914,Bella L.,17-6539-50341,579,589
524,10,1024,1024,4.316,5.735,Bella L.,17-6539-50341,579,589
524,11,2048,2048,0.759,1.793,Bella L.,17-6539-50341,579,589
525,1,2,2,22.172,0.062,Bernard L.,17-6257-50660,580,590
525,2,4,4,89.875,0.498,Bernard L.,17-6257-50660,580,590
525,3,8,8,150.573,1.630,Bernard L.,17-6257-50660,580,590
525,4,16,16,89.467,2.032,Bernard L.,17-6257-50660,580,590
525,5,32,32,55.689,2.295,Bernard L.,17-6257-50660,580,590
525,6,64,64,26.124,2.397,Bernard L.,17-6257-50660,580,590
525,7,128,128,6.724,1.127,Bernard L.,17-6257-50660,580,590
525,8,256,256,7.170,2.763,Bernard L.,17-6257-50660,580,590
525,9,512,512,22.936,18.252,Bernard L.,17-6257-50660,580,590
525,10,1024,1024,19.405,24.993,Bernard L.,17-6257-50660,580,590
525,11,2048,2048,0.722,1.761,Bernard L.,17-6257-50660,580,590
525,12,4096,4096,0.240,1.856,Bernard L.,17-6257-50660,580,590
